
time;gFx;gFy;gFz;Azimuth;Pitch;Roll;
36,372131;-0,7280;0,1564;0,8346;199,9635;-8,7650;-43,0254;
36,472724;-0,6303;0,1573;0,7818;198,7331;-8,9042;-38,8775;
36,573026;-0,6870;0,1954;0,6821;202,3473;-11,4138;-45,2043;
36,672456;-0,6244;0,3596;0,7720;201,8403;-19,6741;-38,9701;
36,774551;-0,6626;0,3958;0,7456;204,9409;-21,6422;-41,6238;
36,875130;-0,7056;0,4134;0,7661;206,2376;-21,5716;-42,4179;
36,975822;-0,6225;0,4358;0,7183;207,7339;-24,6340;-40,9143;
37,076603;-0,4935;0,5238;0,6811;204,9915;-31,9115;-35,9243;
37,177581;-0,4358;0,5961;0,6596;205,5667;-35,9294;-34,7618;
37,278350;-0,2893;0,7212;0,7144;203,4345;-43,0995;-22,0443;
37,379063;-0,1534;0,7446;0,7280;201,8995;-45,1715;-11,9632;
37,479491;-0,0039;0,7378;0,6743;200,8784;-47,5751;-0,3321;
37,580653;-0,0029;0,6801;0,6411;205,6467;-46,6944;-0,2620;
37,681044;0,0958;0,7095;0,6547;204,8809;-46,4338;7,7913;
37,781261;0,2296;0,7661;0,6489;204,0572;-48,0629;19,4896;
37,883235;0,3616;0,6938;0,5775;201,8961;-45,3441;33,5338;
37,983726;0,4798;0,7026;0,5023;199,7012;-45,3274;43,6889;
38,084236;0,5375;0,6303;0,5111;196,9025;-40,3583;46,4418;
38,184913;0,6450;0,6225;0,4661;194,1358;-37,9679;53,7573;
38,285741;0,6733;0,6352;0,4368;193,9818;-38,3588;57,0264;
38,386432;0,7720;0,6049;0,4104;189,7416;-34,2260;61,9535;
38,487348;0,8355;0,4955;0,4055;187,1370;-28,0779;64,1090;
38,588283;0,8023;0,4466;0,3420;184,7623;-27,1372;66,7415;
38,688130;0,8140;0,4095;0,3342;184,1309;-24,6465;67,2010;
38,789381;0,8218;0,4847;0,3547;185,8068;-28,4348;66,6537;
38,891049;0,9870;0,5297;0,3459;183,9432;-26,4814;70,2303;
38,991624;0,6850;0,5306;0,3469;188,9235;-34,6464;63,1417;
39,093196;0,6841;0,6059;0,4163;190,7885;-37,1119;58,6765;
39,192999;0,7222;0,6557;0,3538;190,6380;-39,1941;63,9020;
39,293059;0,7144;0,6391;0,3127;186,2640;-39,3375;66,3586;
39,394116;0,6147;0,7280;0,3469;194,0575;-45,5553;60,0321;
39,494939;0,6000;0,8199;0,2218;197,1904;-52,0377;36,1973;
39,596214;0,4026;0,7867;0,1202;206,2421;-61,8922;27,1035;
39,696270;0,3528;0,8140;0,0967;209,1037;-65,7664;23,3228;
39,796293;0,3567;1,0407;0,2707;217,2344;-66,7212;18,9176;
39,898086;0,3088;0,9665;0,1231;216,9252;-70,8091;18,1530;
39,998680;0,2570;0,9626;0,1466;217,0663;-72,9134;14,9498;
40,099020;0,1739;0,9596;0,1974;217,6328;-73,1457;12,0357;
40,200303;0,1055;0,9997;0,2912;220,4666;-72,8780;7,0909;
40,300400;-0,0029;0,9870;0,3176;219,5689;-71,7382;1,6304;
40,400814;-0,0821;0,9489;0,3840;218,3780;-68,6723;-4,3007;
40,501872;-0,0665;0,9958;0,3899;216,5966;-66,6831;-4,2573;
40,602930;-0,1720;0,9020;0,3674;213,0712;-66,0878;-10,8032;
40,703518;-0,1808;0,8639;0,3889;212,3050;-63,5961;-11,8200;
40,803353;-0,2912;0,8287;0,4163;212,0010;-58,4988;-19,9286;
40,905355;-0,3313;0,8394;0,4515;208,1151;-56,2928;-21,5369;
41,006496;-0,4183;0,7994;0,4104;207,6839;-53,7567;-27,6190;
41,106907;-0,5551;0,7476;0,3831;211,4807;-47,5331;-57,0826;
41,207786;-0,6938;0,6420;0,2941;210,8232;-40,4295;-67,0261;
41,308242;-0,7749;0,5971;0,2775;211,0307;-35,9575;-70,2964;
41,408635;-0,8717;0,4681;0,2052;212,9149;-28,7635;-76,3931;
41,510301;-0,9430;0,3567;0,0577;213,8443;-20,6833;-86,5009;
41,612642;-0,9753;0,3450;0,0479;209,7920;-20,0611;-87,8158;
41,713078;-1,0192;0,2795;-0,1016;202,9948;-165,0078;-84,2566;
41,813617;-0,9841;0,2003;-0,1739;194,1193;-168,6643;-79,9757;
41,915097;-0,9938;0,2814;-0,2199;193,1465;-165,1557;-78,1278;
42,015438;-0,9030;0,2912;-0,2961;182,1594;-162,9621;-71,8447;
42,116195;-0,9166;0,3010;-0,3586;174,8989;-162,9968;-68,6313;
42,216525;-0,8873;0,3430;-0,3655;172,3523;-161,1423;-67,2472;
42,317317;-0,8580;0,3186;-0,4691;161,5503;-161,9548;-61,3348;
42,418290;-0,8170;0,3626;-0,4749;154,3289;-159,3870;-59,9893;
42,518618;-0,7759;0,4495;-0,4202;154,9592;-153,0034;-61,5616;
42,619508;-0,7124;0,4974;-0,3586;157,2993;-147,4414;-62,0584;
42,720751;-0,8248;0,5482;-0,3440;171,2146;-148,8862;-68,7955;
42,821184;-0,8834;0,5766;-0,2756;180,0084;-148,0767;-72,6739;
42,923034;-0,8375;0,6127;-0,2570;181,7319;-144,8246;-73,5453;
43,023608;-0,7769;0,6147;-0,2296;182,9135;-142,8112;-73,5324;
43,124047;-0,6880;0,6547;-0,2863;170,7131;-138,6960;-67,4034;
43,224754;-0,5228;0,7486;-0,2433;155,8946;-126,8695;-34,6327;
43,325582;-0,5365;0,7652;-0,2678;150,1504;-128,0830;-35,0361;
43,425744;-0,5023;0,7906;-0,2013;192,3096;-125,2837;-33,2876;
43,528255;-0,5394;0,7994;-0,1730;202,2245;-125,3238;-34,0123;
43,627340;-0,4925;0,8355;0,0977;199,9806;-58,5426;-31,2349;
43,728128;-0,7212;0,7759;0,1280;214,3129;-46,6502;-79,9345;
43,828985;-0,6362;0,8482;0,2472;201,5918;-51,1784;-68,7621;
43,929939;-0,4827;0,7749;0,3684;205,8955;-52,6562;-32,0942;
44,030874;-0,5355;0,7417;0,4134;205,7777;-47,6328;-52,3356;
44,130983;-0,5052;0,7837;0,4749;204,7657;-47,9714;-48,7256;
44,231953;-0,3274;0,7280;0,7124;200,1171;-42,8796;-24,6804;
44,332259;-0,1837;0,5052;0,7398;199,0929;-33,5375;-13,9473;
44,432407;-0,2248;0,4270;0,8111;203,0404;-27,5463;-14,9443;
44,533756;-0,2687;0,3635;0,9196;203,8279;-20,7794;-16,2906;
44,634293;-0,2218;0,2697;0,9264;203,4041;-16,1057;-14,1369;
44,735095;-0,1270;0,2316;0,9420;202,1112;-13,6931;-7,6801;
44,835672;-0,1134;0,2091;0,9303;202,4473;-12,8247;-6,9255;
44,936729;-0,2795;0,0577;0,9362;204,4516;-3,3773;-16,6223;
45,036464;-0,2482;0,1358;1,0388;204,9956;-7,2480;-13,4384;
45,137886;-0,0909;0,0577;1,0144;205,0740;-3,1434;-3,6372;
45,238749;-0,0508;0,0870;0,9870;202,6734;-5,0289;-2,9481;
45,339129;-0,0723;0,1046;0,9460;203,6049;-6,0908;-4,2362;
45,440415;-0,0821;0,1339;0,9743;203,6247;-8,4142;-4,4743;
45,540929;-0,1349;0,1622;1,0085;204,5869;-9,0584;-7,6164;
45,642546;-0,0068;0,0987;1,0183;203,1466;-5,5699;0,1092;
45,743352;-0,0489;0,0274;0,9088;203,9462;-1,7220;-3,0772;
45,843946;0,0098;0,0723;0,9733;203,1051;-5,6603;0,3374;
45,944736;0,0410;0,0684;0,9821;202,8563;-3,9809;2,3931;
46,045303;-0,0029;0,0909;0,9899;202,8608;-5,2456;-0,1700;
46,146196;0,0410;0,0850;0,9714;202,7222;-4,9945;3,6709;
46,246924;0,0205;0,0264;0,9528;203,1080;-1,5846;1,2336;
46,347886;0,0244;0,0674;0,9577;202,3976;-4,5846;0,8510;
46,448255;0,0215;0,0674;1,0056;202,8171;-3,8354;1,2248;
46,548974;0,0303;0,0694;1,0085;203,0624;-3,9339;1,7206;
46,650560;0,0059;0,0831;1,0095;202,7711;-4,8596;0,5536;
46,750796;-0,0440;0,0586;0,9948;203,1935;-3,3689;-2,5304;
46,851525;-0,0049;0,0274;1,0114;202,8605;-2,1898;0,8216;
46,952216;0,0176;0,0293;1,0095;202,4254;-1,6635;0,9984;
47,052799;0,0049;0,0440;1,0124;202,9957;-2,4871;0,2765;
47,153191;-0,0068;0,0489;0,9821;202,6487;-2,3549;-0,2872;
47,254180;-0,0147;0,0948;0,9547;202,2649;-5,6694;-0,8794;
47,355124;-0,0147;0,1182;0,9958;202,8148;-6,8575;-1,0251;
47,455711;-0,0440;0,2111;0,9919;203,6490;-12,0023;-2,5385;
47,556642;-0,0948;0,2062;0,9948;202,9669;-11,6587;-5,4431;
47,657234;-0,1153;0,2922;0,9020;203,2731;-17,3118;-7,6231;
47,758331;-0,0782;0,3342;0,9010;202,9143;-20,2820;-4,9580;
47,857904;-0,0762;0,4241;0,9225;204,8364;-24,8774;-3,3843;
47,958650;-0,0440;0,5179;0,9010;204,9576;-29,8622;-2,7945;
48,059833;-0,0938;0,5414;0,8140;206,0100;-33,4526;-6,5743;
48,160423;-0,0733;0,6059;0,7876;205,4029;-36,2719;-5,4599;
48,260810;-0,0723;0,6889;0,7368;205,1853;-42,9396;-5,6062;
48,361707;-0,1300;0,7573;0,6801;206,9171;-47,5194;-10,6251;
48,462657;-0,0821;0,7955;0,5981;206,9363;-52,8055;-5,8917;
48,562975;-0,0577;0,8199;0,4955;210,8080;-58,4714;-4,1831;
48,663538;-0,0645;0,8873;0,4779;212,9022;-61,4791;-4,1559;
48,763420;-0,0919;0,9469;0,4085;218,4948;-65,6439;-4,7437;
48,865151;-0,1495;0,9401;0,2785;221,3714;-71,0409;-9,5016;
48,965872;-0,0586;0,9342;0,3430;218,4072;-69,5706;-3,5913;
49,066702;-0,0792;0,9547;0,2541;223,8724;-75,8473;-4,7154;
49,167303;-0,0948;0,9616;0,1915;227,6829;-77,4694;-5,6302;
49,268610;-0,0215;1,0319;0,1466;228,0606;-81,8316;-1,1941;
49,369071;-0,0391;0,9655;0,0958;235,3267;-83,9871;-2,4870;
49,470385;-0,0616;0,9958;0,1026;242,1945;-83,1474;-3,5372;
49,570297;-0,1173;0,9596;0,0880;246,4808;-81,5522;-6,3848;
49,670629;-0,0821;0,9587;0,0928;244,7914;-82,6357;-4,8929;
49,771718;-0,0625;0,9694;0,1046;242,1013;-84,3045;-3,5437;
49,871969;-0,0166;0,9547;0,1153;238,9633;-83,0846;-1,0567;
49,972971;0,0117;1,0095;0,1231;235,8708;-83,0144;0,6653;
50,073648;-0,0088;0,9860;0,0997;237,7361;-83,9522;-0,7389;
50,176870;-0,0107;0,9890;0,1319;239,8172;-82,9758;-0,5107;
50,276800;-0,0322;0,9596;0,1036;239,7777;-83,5501;-1,9247;
50,377812;0,0098;0,9665;0,1261;238,0998;-82,5172;0,6301;
50,478949;0,0000;0,9743;0,1065;238,2672;-83,7607;-0,0000;
50,579494;0,0156;0,9831;0,1016;238,1522;-83,8071;1,1865;
50,680462;-0,0244;0,9762;0,1300;244,2369;-82,2857;-1,4333;
50,781169;0,0098;0,9841;0,1143;240,1986;-83,3486;0,5691;
50,881152;0,0586;0,9909;0,1134;237,1462;-82,8058;3,5410;
50,982302;0,0322;0,9977;0,0919;239,4737;-84,4268;1,8514;
51,083229;0,0352;0,9860;0,0948;237,8981;-83,9525;2,4847;
51,183862;0,0264;0,9958;0,0880;238,8867;-84,3661;1,7528;
51,284887;0,0195;0,9645;0,1026;239,4960;-83,8186;1,1611;
51,385978;0,0176;0,9977;0,1065;241,0976;-83,9978;2,0536;
51,488482;0,0430;0,9880;0,1261;239,1209;-82,3220;2,4920;
51,588389;0,0616;0,9880;0,0928;239,8519;-83,5670;3,5659;
51,689745;0,0274;0,9850;0,0958;240,6851;-83,9740;1,3057;
51,790760;0,0235;0,9938;0,1280;239,6945;-82,5393;1,3517;
51,891554;-0,0117;0,9762;0,1251;241,5892;-83,0742;-0,3985;
51,992052;0,0244;0,9880;0,0909;240,5387;-84,5587;1,4163;
52,092342;0,0479;0,9899;0,0762;238,6304;-84,8042;2,7693;
52,193834;0,0205;0,9890;0,1007;238,9721;-84,1346;1,3479;
52,294959;0,0264;1,0085;0,1036;240,2374;-83,9495;1,4986;
52,395113;0,0205;1,0007;0,0967;242,1770;-84,5659;0,6761;
52,495611;-0,0068;0,9890;0,0889;243,1867;-84,3557;-0,6883;
52,597071;0,0127;0,9665;0,1065;242,0756;-83,6665;0,7532;
52,697842;0,0606;0,9841;0,0870;239,7951;-84,2804;2,7698;
52,799007;0,0098;0,9890;0,1036;241,5910;-83,9942;0,5651;
52,898726;-0,0020;0,9860;0,1085;243,6981;-83,6785;-0,2857;
52,999943;-0,0098;0,9811;0,1007;241,8622;-84,1145;-0,5707;
53,100353;0,0205;1,0017;0,0889;243,2191;-84,7936;1,1753;
53,201010;-0,0244;0,9743;0,1094;243,1019;-84,4406;-0,9070;
53,302140;0,0665;0,9880;0,0870;239,6334;-83,6781;3,8480;
53,402724;0,0332;0,9850;0,0762;240,4983;-85,0386;1,5897;
53,502995;0,0215;0,9968;0,1055;239,7622;-83,8328;1,2352;
53,603751;-0,0010;0,9802;0,1163;242,7144;-83,5238;0,9039;
53,704636;0,0332;0,9860;0,1192;239,2637;-82,8460;1,9298;
53,804424;-0,0176;0,9596;0,1065;243,2628;-83,5821;-1,0495;
53,905242;-0,0068;0,9948;0,0967;243,9513;-84,4316;-0,3938;
54,005922;-0,0098;0,9792;0,1251;241,4547;-82,6982;-0,5718;
54,106866;0,0000;0,9714;0,1544;239,7295;-81,7050;0,2854;
54,208077;-0,0117;0,9841;0,1681;238,2525;-80,2844;-0,6830;
54,307551;-0,0010;0,9811;0,1798;237,4730;-79,6147;-0,0571;
54,408746;0,0215;0,9645;0,2121;233,1867;-77,6727;1,5027;
54,509835;-0,0235;0,9831;0,2189;231,9438;-77,3775;-1,3667;
54,609510;0,0049;0,9675;0,2404;231,6837;-75,5830;0,8752;
54,710800;0,0186;0,9293;0,2932;230,5777;-72,4589;1,1445;
54,811371;-0,0235;0,9460;0,2785;230,8543;-73,4200;-1,1769;
54,913012;-0,0195;0,9567;0,3254;230,2151;-71,2940;-1,0534;
55,013836;-0,0186;0,9039;0,3137;228,4085;-70,8309;-1,1760;
55,113733;0,0049;0,9049;0,3811;223,5811;-67,9211;0,8580;
55,215297;0,0371;0,8990;0,4456;221,4472;-63,5557;2,3652;
55,316117;0,0166;0,8463;0,4652;217,6732;-61,1882;1,1249;
55,416543;-0,0010;0,8707;0,5453;216,7393;-57,8964;-0,1285;
55,517760;0,0049;0,7945;0,5707;212,7521;-54,3082;0,3520;
55,618624;-0,0498;0,7202;0,6264;214,3916;-49,1578;-2,6879;
55,719220;-0,0479;0,7241;0,6772;212,9166;-46,8460;-4,0441;
55,819669;-0,1417;0,6606;0,7661;213,0874;-40,2936;-10,4785;
55,919856;-0,0733;0,5902;0,7935;208,0635;-37,7188;-5,1228;
56,021149;-0,0645;0,5472;0,8248;205,0526;-33,4842;-4,4714;
56,122158;-0,0616;0,4945;0,8629;205,5515;-30,1311;-4,1364;
56,225279;-0,0020;0,3811;0,9499;203,6676;-21,8622;-0,1178;
56,326134;-0,0117;0,4593;0,8893;205,2275;-27,3137;-0,7555;
56,426451;-0,0410;0,4622;0,9518;202,8861;-25,7467;-2,5729;
56,527479;-0,0147;0,3528;0,9303;203,0504;-20,7645;-0,9027;
56,627914;0,0313;0,3108;0,9528;202,8514;-18,6094;0,8824;
56,728648;0,0557;0,3616;1,0124;201,8076;-19,6263;3,1498;
56,829266;0,0694;0,3225;0,9430;202,3821;-18,8317;4,2081;
56,929210;0,0020;0,2336;0,9606;202,9947;-13,8530;-1,1773;
57,030520;-0,0186;0,1818;0,9694;203,8326;-10,6177;-1,0971;
57,131128;-0,0479;0,2609;0,9958;203,7750;-14,8927;-2,5309;
57,231779;0,0156;0,1515;0,9987;202,4422;-8,6229;0,8967;
57,332703;0,0313;0,1231;0,9880;203,0078;-7,1009;1,8129;
57,433433;-0,0059;0,1710;0,9987;203,0740;-10,0488;-0,6138;
57,534416;0,0117;0,0586;1,0378;204,7992;-3,2335;0,6476;
57,634395;-0,0752;0,1094;0,9635;204,7000;-5,7063;-4,2836;
57,735882;0,0205;0,1290;1,0056;203,0840;-7,3084;1,1691;
57,836546;-0,0225;0,1261;1,0222;203,3565;-7,0285;-1,2589;
57,937109;0,0088;0,1319;0,9977;203,2560;-7,3114;-0,2245;
58,037986;-0,0147;0,1261;0,9821;203,3772;-7,3131;-0,8551;
58,137414;-0,1075;0,1612;1,0192;203,7227;-10,2632;-1,0714;
58,238368;-0,0420;0,0850;0,9841;204,2493;-4,9332;-2,4451;
58,339842;-0,0244;0,1173;0,9977;203,6472;-6,7013;-1,4024;
58,440199;0,0283;0,1622;1,0212;202,7235;-9,0227;1,5894;
58,540595;-0,1280;0,1945;0,9665;201,5699;-11,2807;-7,5453;
58,641558;-0,1827;0,0410;0,9469;202,7470;-1,8499;-11,1737;
58,741815;-0,1046;0,0147;0,9684;204,0386;-0,8621;-6,1627;
58,843063;-0,0371;0,0186;0,9958;204,5415;-1,3065;-1,7047;
58,943855;-0,0078;-0,0244;1,0828;202,9549;1,2923;-0,4138;
59,044058;-0,0039;-0,0489;1,0056;204,1944;2,7809;-0,2233;
59,145351;0,0244;-0,0137;0,9870;203,7566;-0,3400;1,0764;
59,246309;-0,0029;-0,0098;1,0056;203,5284;0,5574;-0,1668;
59,346879;-0,0088;-0,0166;0,9987;203,7308;1,2776;-0,9443;
59,450161;-0,0186;-0,0244;1,0056;203,6636;0,7824;-1,3967;
59,550011;-0,0107;-0,0186;1,0036;203,9812;1,0598;-0,6133;
59,651295;-0,0068;-0,0225;1,0153;204,0186;1,0657;-0,7290;
59,751543;-0,0127;-0,0117;0,9977;204,0743;1,0110;-0,3371;
59,853686;-0,0147;-0,0156;1,0046;204,0667;0,8913;-0,8354;
59,953313;-0,0088;-0,0137;1,0026;204,0640;1,1203;-1,0085;
60,054028;-0,0127;-0,0156;0,9987;204,0704;0,8968;-0,7308;
60,155102;-0,0127;-0,0195;1,0026;204,0716;0,7279;-0,6158;
60,256042;-0,0137;-0,0176;1,0056;204,0679;0,9997;-0,7781;
60,356080;-0,0098;-0,0235;0,9987;204,0719;1,2891;-0,5609;
60,456799;-0,0098;-0,0156;0,9948;204,0756;0,7288;-0,3360;
60,556278;-0,0078;-0,0117;0,9997;204,0730;0,6720;-0,4480;
60,656455;-0,0078;-0,0156;0,9958;204,0763;1,2321;-0,2239;
60,756839;-0,0088;-0,0176;0,9997;204,0682;1,0099;-0,5047;
60,856625;-0,0049;-0,0137;1,0036;204,0690;1,4460;-0,5006;
60,957925;-0,0117;-0,0166;0,9997;204,0671;0,9521;-0,6728;
61,057027;-0,0117;-0,0166;0,9977;204,0692;0,9995;-0,5530;
61,157689;-0,0127;-0,0186;0,9987;204,0645;1,0650;-0,7289;
61,258292;-0,0137;-0,0127;0,9948;204,0653;0,8378;-0,5595;
61,359557;-0,0098;-0,0176;1,0007;204,0640;1,0055;-0,5600;
61,459283;-0,0088;-0,0117;0,9919;204,0653;0,6766;-0,5079;
61,560781;-0,0068;-0,0156;1,0007;204,0632;0,7839;-0,5609;
61,660373;-0,0107;-0,0176;0,9968;204,0612;1,0159;-0,6127;
61,762494;-0,0088;-0,0127;0,9977;204,0607;0,7884;-0,5068;
61,861666;-0,0088;-0,0195;1,0056;204,0613;1,1127;-0,5006;
61,962404;-0,0137;-0,0176;1,0007;204,0612;0,9503;-0,5590;
62,062370;-0,0117;-0,0186;1,0036;204,0578;1,0608;-0,6702;
62,163600;-0,0088;-0,0107;0,9997;204,0531;1,0647;-1,0082;
62,264162;-0,0098;-0,0195;1,0036;204,0572;1,1144;-0,5577;
62,364818;-0,0107;-0,0176;0,9968;204,0557;1,0103;-0,6168;
62,466174;-0,0117;-0,0147;1,0026;204,0531;1,2332;-0,6735;
62,566878;-0,0117;-0,0107;0,9997;204,0537;0,6165;-0,6715;
62,666305;-0,0078;-0,0205;0,9811;204,0272;0,5634;-0,6810;
62,767678;-0,0029;-0,0195;1,0017;203,9408;1,1186;-0,1671;
62,868219;-0,0078;-0,0195;1,0065;203,9356;1,1122;-0,4449;
62,971116;-0,0127;-0,0186;1,0036;203,9321;0,8925;-0,5602;
63,068711;-0,0117;-0,0166;1,0017;203,9298;0,9504;-0,6705;
63,169540;-0,0078;-0,0205;1,0026;203,9380;0,9512;-0,1129;
63,270876;-0,0059;-0,0205;0,9987;203,9341;1,1754;-0,3380;
63,372046;-0,0127;-0,0176;1,0056;203,9274;0,8899;-0,6674;
63,472472;-0,0039;-0,0107;0,9987;203,9284;1,2224;-0,5568;
63,573223;0,0010;-0,0215;1,0749;203,9382;1,1456;0,0517;
63,672120;-0,0107;-0,0147;0,9880;204,0813;0,6837;-0,6833;
