time;gFx;gFy;gFz;Latitude;Longitude;Speed (m/s);Altitude (m);
8,239910;0,0362;0,4261;1,1903;55,74806000;48,74283333;0,99238443;191,30000000;
8,340388;-0,0147;0,3968;0,7808;55,74806000;48,74283333;0,99238443;191,30000000;
8,441460;0,1515;0,3313;0,7603;55,74806000;48,74283333;0,99238443;191,20000000;
8,541850;0,1300;0,4270;0,6196;55,74807333;48,74283667;1,07937253;191,20000000;
8,642782;0,2404;0,5365;0,8541;55,74807333;48,74283667;1,07937253;191,20000000;
8,743067;0,2717;0,5453;0,9323;55,74807333;48,74283667;1,07937253;191,20000000;
8,844042;0,1280;0,4251;0,9460;55,74807333;48,74283667;1,07937253;191,20000000;
8,944370;0,0752;0,3938;0,8131;55,74807333;48,74283667;1,07937253;191,20000000;
9,044670;-0,0049;0,4886;0,5942;55,74807333;48,74283667;1,07937253;191,20000000;
9,145182;-0,0987;0,5707;0,7847;55,74807333;48,74283667;1,07937253;191,20000000;
9,245813;-0,0528;0,5502;1,1414;55,74807333;48,74283667;1,07937253;191,20000000;
9,346158;0,1358;0,3977;1,4004;55,74807333;48,74283667;1,07937253;191,20000000;
9,447253;0,1192;0,4788;0,7300;55,74807333;48,74283667;1,07937253;191,10000000;
9,548563;0,1153;0,4095;0,6772;55,74808333;48,74285667;0,90591109;191,10000000;
9,648820;0,1994;0,4495;0,7329;55,74808333;48,74285667;0,90591109;191,10000000;
9,749670;0,2023;0,4495;0,9772;55,74808333;48,74285667;0,90591109;191,10000000;
9,850259;0,2922;0,4153;1,2059;55,74808333;48,74285667;0,90591109;191,10000000;
9,950732;0,2267;0,3997;0,8990;55,74808333;48,74285667;0,90591109;191,10000000;
10,051484;0,1554;0,3225;0,8658;55,74808333;48,74285667;0,90591109;191,10000000;
10,151927;0,0674;0,4368;0,6215;55,74808333;48,74285667;0,90591109;191,10000000;
10,252409;-0,0508;0,5170;0,8560;55,74808333;48,74285667;0,90591109;191,10000000;
10,353135;0,1192;0,4476;1,1297;55,74808333;48,74285667;0,90591109;191,10000000;
10,453258;-0,0870;0,3616;0,7622;55,74808333;48,74285667;0,90591109;191,00000000;
10,553977;0,2121;0,2609;1,0378;55,74809000;48,74287000;0,80451083;191,00000000;
10,654488;0,1055;0,3166;0,6694;55,74809000;48,74287000;0,80451083;191,00000000;
10,754930;0,1769;0,4143;0,7935;55,74809000;48,74287000;0,80451083;191,00000000;
10,855157;0,2873;0,3684;1,1424;55,74809000;48,74287000;0,80451083;191,00000000;
10,955717;0,4095;0,2629;1,2499;55,74809000;48,74287000;0,80451083;191,00000000;
11,056678;0,3928;0,3606;0,6841;55,74809000;48,74287000;0,80451083;191,00000000;
11,157227;0,0889;0,2443;0,6684;55,74809000;48,74287000;0,80451083;191,00000000;
11,257602;0,0870;0,3713;0,6987;55,74809000;48,74287000;0,80451083;191,00000000;
11,358089;0,0127;0,4241;0,8961;55,74809000;48,74287000;0,80451083;191,00000000;
11,458262;0,0039;0,3215;1,2909;55,74809000;48,74287000;0,80451083;191,00000000;
11,558554;0,0870;0,2033;1,5069;55,74809000;48,74287000;0,80451083;191,00000000;
